Timepoint,GOID_BiologicalProcess,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
d4,GO:0006354,DNA-templated transcription elongation,6/354,106/23062,0.00591791,0.016729477,0.008096784,ENSMUSG00000006932/ENSMUSG00000018160/ENSMUSG00000024002/ENSMUSG00000025223/ENSMUSG00000039041/ENSMUSG00000090083,6
d4,GO:0021761,limbic system development,6/354,106/23062,0.00591791,0.016729477,0.008096784,ENSMUSG00000003873/ENSMUSG00000006932/ENSMUSG00000013236/ENSMUSG00000020849/ENSMUSG00000024621/ENSMUSG00000026289,6
d4,GO:0007566,embryo implantation,5/354,75/23062,0.005946075,0.016799594,0.008130719,ENSMUSG00000003814/ENSMUSG00000022505/ENSMUSG00000022982/ENSMUSG00000031740/ENSMUSG00000073889,5
d4,GO:0017157,regulation of exocytosis,10/354,253/23062,0.005957004,0.016820964,0.008141062,ENSMUSG00000005413/ENSMUSG00000020431/ENSMUSG00000022488/ENSMUSG00000028874/ENSMUSG00000030347/ENSMUSG00000030748/ENSMUSG00000030805/ENSMUSG00000049103/ENSMUSG00000050732/ENSMUSG00000053158,10
d4,GO:0030509,BMP signaling pathway,8/354,176/23062,0.005971487,0.016852339,0.008156247,ENSMUSG00000006611/ENSMUSG00000020101/ENSMUSG00000020124/ENSMUSG00000027204/ENSMUSG00000027358/ENSMUSG00000029287/ENSMUSG00000039153/ENSMUSG00000039239,8
d4,GO:0050864,regulation of B cell activation,9/354,214/23062,0.006009885,0.016951131,0.00820406,ENSMUSG00000000957/ENSMUSG00000004266/ENSMUSG00000020484/ENSMUSG00000022488/ENSMUSG00000023915/ENSMUSG00000037706/ENSMUSG00000047139/ENSMUSG00000057329/ENSMUSG00000115338,9
d4,GO:0006164,purine nucleotide biosynthetic process,9/354,215/23062,0.006190318,0.017421454,0.008431689,ENSMUSG00000004040/ENSMUSG00000005686/ENSMUSG00000020431/ENSMUSG00000020857/ENSMUSG00000021764/ENSMUSG00000023992/ENSMUSG00000028455/ENSMUSG00000037601/ENSMUSG00000115338,9
d4,GO:0006364,rRNA processing,9/354,215/23062,0.006190318,0.017421454,0.008431689,ENSMUSG00000004393/ENSMUSG00000024404/ENSMUSG00000025290/ENSMUSG00000025337/ENSMUSG00000027613/ENSMUSG00000040025/ENSMUSG00000040952/ENSMUSG00000041560/ENSMUSG00000061787,9
d4,GO:0099111,microtubule-based transport,9/354,215/23062,0.006190318,0.017421454,0.008431689,ENSMUSG00000004951/ENSMUSG00000006699/ENSMUSG00000006740/ENSMUSG00000015656/ENSMUSG00000020149/ENSMUSG00000021109/ENSMUSG00000022982/ENSMUSG00000030105/ENSMUSG00000040936,9
d4,GO:0032006,regulation of TOR signaling,6/354,107/23062,0.006190577,0.017421454,0.008431689,ENSMUSG00000020108/ENSMUSG00000020484/ENSMUSG00000021109/ENSMUSG00000022488/ENSMUSG00000023992/ENSMUSG00000050310,6
d4,GO:0045727,positive regulation of translation,7/354,141/23062,0.006199671,0.017427423,0.008434578,ENSMUSG00000026728/ENSMUSG00000027613/ENSMUSG00000027695/ENSMUSG00000028991/ENSMUSG00000032423/ENSMUSG00000040025/ENSMUSG00000045983,7
d4,GO:0055123,digestive system development,7/354,141/23062,0.006199671,0.017427423,0.008434578,ENSMUSG00000006932/ENSMUSG00000009281/ENSMUSG00000020484/ENSMUSG00000021109/ENSMUSG00000026043/ENSMUSG00000054252/ENSMUSG00000057329,7
d4,GO:0014003,oligodendrocyte development,4/354,48/23062,0.006241556,0.017495961,0.008467749,ENSMUSG00000028683/ENSMUSG00000029388/ENSMUSG00000040936/ENSMUSG00000054252,4
d4,GO:0032008,positive regulation of TOR signaling,4/354,48/23062,0.006241556,0.017495961,0.008467749,ENSMUSG00000020484/ENSMUSG00000022488/ENSMUSG00000023992/ENSMUSG00000050310,4
d4,GO:0032620,interleukin-17 production,4/354,48/23062,0.006241556,0.017495961,0.008467749,ENSMUSG00000015314/ENSMUSG00000020101/ENSMUSG00000022488/ENSMUSG00000025383,4
d4,GO:0032965,regulation of collagen biosynthetic process,4/354,48/23062,0.006241556,0.017495961,0.008467749,ENSMUSG00000022018/ENSMUSG00000026193/ENSMUSG00000026728/ENSMUSG00000029163,4
d4,GO:0090317,negative regulation of intracellular protein transport,4/354,48/23062,0.006241556,0.017495961,0.008467749,ENSMUSG00000020349/ENSMUSG00000022548/ENSMUSG00000028277/ENSMUSG00000028964,4
d4,GO:0000209,protein polyubiquitination,10/354,255/23062,0.006284976,0.017592554,0.008514498,ENSMUSG00000006932/ENSMUSG00000022400/ENSMUSG00000027843/ENSMUSG00000028277/ENSMUSG00000033107/ENSMUSG00000035247/ENSMUSG00000057329/ENSMUSG00000071866/ENSMUSG00000075376/ENSMUSG00000090083,10
d4,GO:0006289,nucleotide-excision repair,5/354,76/23062,0.006286575,0.017592554,0.008514498,ENSMUSG00000000902/ENSMUSG00000029580/ENSMUSG00000031446/ENSMUSG00000037935/ENSMUSG00000059552,5
d4,GO:1901292,nucleoside phosphate catabolic process,5/354,76/23062,0.006286575,0.017592554,0.008514498,ENSMUSG00000005686/ENSMUSG00000025041/ENSMUSG00000027639/ENSMUSG00000029780/ENSMUSG00000115338,5
d4,GO:0072594,establishment of protein localization to organelle,14/354,425/23062,0.006352845,0.017768059,0.008599439,ENSMUSG00000003873/ENSMUSG00000004040/ENSMUSG00000015656/ENSMUSG00000015837/ENSMUSG00000016534/ENSMUSG00000018160/ENSMUSG00000020349/ENSMUSG00000020484/ENSMUSG00000021025/ENSMUSG00000021270/ENSMUSG00000022548/ENSMUSG00000027843/ENSMUSG00000030341/ENSMUSG00000059552,14
d4,GO:0010894,negative regulation of steroid biosynthetic process,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000022982/ENSMUSG00000027358/ENSMUSG00000028163,3
d4,GO:0031645,negative regulation of nervous system process,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000023915/ENSMUSG00000030560/ENSMUSG00000035413,3
d4,GO:0034138,toll-like receptor 3 signaling pathway,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000027843/ENSMUSG00000036103/ENSMUSG00000073643,3
d4,GO:0035357,peroxisome proliferator activated receptor signaling pathway,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000018160/ENSMUSG00000027358/ENSMUSG00000037486,3
d4,GO:0035855,megakaryocyte development,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000004266/ENSMUSG00000018160/ENSMUSG00000055024,3
d4,GO:0042069,regulation of catecholamine metabolic process,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000000326/ENSMUSG00000028964/ENSMUSG00000031696,3
d4,GO:0043171,peptide catabolic process,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000019278/ENSMUSG00000020681/ENSMUSG00000032359,3
d4,GO:0050687,negative regulation of defense response to virus,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000024404/ENSMUSG00000033107/ENSMUSG00000039899,3
d4,GO:0062098,regulation of programmed necrotic cell death,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000027997/ENSMUSG00000030717/ENSMUSG00000059552,3
d4,GO:0070242,thymocyte apoptotic process,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000003873/ENSMUSG00000021109/ENSMUSG00000059552,3
d4,GO:1901739,regulation of myoblast fusion,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000030748/ENSMUSG00000036006/ENSMUSG00000061353,3
d4,GO:1903306,negative regulation of regulated secretory pathway,3/354,25/23062,0.006420624,0.017837843,0.008633214,ENSMUSG00000005413/ENSMUSG00000022488/ENSMUSG00000049103,3
d4,GO:0010657,muscle cell apoptotic process,6/354,108/23062,0.006472273,0.017961365,0.008692997,ENSMUSG00000005413/ENSMUSG00000015656/ENSMUSG00000030717/ENSMUSG00000057329/ENSMUSG00000057666/ENSMUSG00000059552,6
d4,GO:0021549,cerebellum development,6/354,108/23062,0.006472273,0.017961365,0.008692997,ENSMUSG00000001751/ENSMUSG00000001911/ENSMUSG00000013236/ENSMUSG00000024346/ENSMUSG00000025223/ENSMUSG00000059552,6
d4,GO:0060538,skeletal muscle organ development,9/354,217/23062,0.006563677,0.018194818,0.008805984,ENSMUSG00000006932/ENSMUSG00000007815/ENSMUSG00000026313/ENSMUSG00000030717/ENSMUSG00000036006/ENSMUSG00000055024/ENSMUSG00000057329/ENSMUSG00000063415/ENSMUSG00000063856,9
d4,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,9/354,217/23062,0.006563677,0.018194818,0.008805984,ENSMUSG00000013236/ENSMUSG00000020717/ENSMUSG00000023175/ENSMUSG00000027358/ENSMUSG00000027962/ENSMUSG00000028399/ENSMUSG00000039239/ENSMUSG00000047139/ENSMUSG00000068220,9
d4,GO:0046486,glycerolipid metabolic process,13/354,383/23062,0.006605974,0.018301918,0.008857818,ENSMUSG00000017707/ENSMUSG00000020573/ENSMUSG00000022425/ENSMUSG00000024621/ENSMUSG00000025949/ENSMUSG00000026385/ENSMUSG00000027695/ENSMUSG00000028455/ENSMUSG00000032369/ENSMUSG00000037936/ENSMUSG00000039206/ENSMUSG00000053113/ENSMUSG00000063856,13
d4,GO:0042306,regulation of protein import into nucleus,5/354,77/23062,0.006640535,0.018377295,0.008894299,ENSMUSG00000020349/ENSMUSG00000020484/ENSMUSG00000022548/ENSMUSG00000027843/ENSMUSG00000030341,5
d4,GO:0048146,positive regulation of fibroblast proliferation,5/354,77/23062,0.006640535,0.018377295,0.008894299,ENSMUSG00000004655/ENSMUSG00000021764/ENSMUSG00000026193/ENSMUSG00000052684/ENSMUSG00000056481,5
d4,GO:0044848,biological phase,4/354,49/23062,0.006715675,0.018564681,0.008984991,ENSMUSG00000006932/ENSMUSG00000010609/ENSMUSG00000021477/ENSMUSG00000039239,4
d4,GO:0061900,glial cell activation,4/354,49/23062,0.006715675,0.018564681,0.008984991,ENSMUSG00000023992/ENSMUSG00000030560/ENSMUSG00000040249/ENSMUSG00000052684,4
d4,GO:0035265,organ growth,9/354,218/23062,0.006756725,0.018664992,0.00903354,ENSMUSG00000005268/ENSMUSG00000006932/ENSMUSG00000020612/ENSMUSG00000024990/ENSMUSG00000028991/ENSMUSG00000029287/ENSMUSG00000039239/ENSMUSG00000045092/ENSMUSG00000057329,9
d4,GO:0042177,negative regulation of protein catabolic process,6/354,109/23062,0.006763165,0.018664992,0.00903354,ENSMUSG00000006611/ENSMUSG00000024927/ENSMUSG00000028964/ENSMUSG00000031696/ENSMUSG00000041560/ENSMUSG00000047879,6
d4,GO:0046916,cellular transition metal ion homeostasis,6/354,109/23062,0.006763165,0.018664992,0.00903354,ENSMUSG00000005413/ENSMUSG00000006611/ENSMUSG00000021109/ENSMUSG00000022982/ENSMUSG00000026822/ENSMUSG00000032554,6
d4,GO:0046390,ribose phosphate biosynthetic process,9/354,219/23062,0.0069541,0.019181342,0.009283445,ENSMUSG00000004040/ENSMUSG00000005686/ENSMUSG00000020431/ENSMUSG00000020857/ENSMUSG00000021764/ENSMUSG00000023992/ENSMUSG00000028455/ENSMUSG00000037601/ENSMUSG00000115338,9
d4,GO:0061097,regulation of protein tyrosine kinase activity,5/354,78/23062,0.007008221,0.019319961,0.009350534,ENSMUSG00000010609/ENSMUSG00000020681/ENSMUSG00000022637/ENSMUSG00000024621/ENSMUSG00000032011,5
d4,GO:0050770,regulation of axonogenesis,8/354,181/23062,0.007031562,0.019373621,0.009376504,ENSMUSG00000000861/ENSMUSG00000013236/ENSMUSG00000026193/ENSMUSG00000026728/ENSMUSG00000032011/ENSMUSG00000035027/ENSMUSG00000040249/ENSMUSG00000061353,8
d4,GO:0031331,positive regulation of cellular catabolic process,14/354,431/23062,0.00714797,0.019654098,0.009512251,ENSMUSG00000003873/ENSMUSG00000005413/ENSMUSG00000010609/ENSMUSG00000020484/ENSMUSG00000021109/ENSMUSG00000022400/ENSMUSG00000022708/ENSMUSG00000026289/ENSMUSG00000028991/ENSMUSG00000032423/ENSMUSG00000039206/ENSMUSG00000040025/ENSMUSG00000041560/ENSMUSG00000075376,14
d4,GO:0010742,macrophage derived foam cell differentiation,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000021025/ENSMUSG00000042682/ENSMUSG00000055024,3
d4,GO:0010839,negative regulation of keratinocyte proliferation,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000018160/ENSMUSG00000021477/ENSMUSG00000026638,3
d4,GO:0045939,negative regulation of steroid metabolic process,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000022982/ENSMUSG00000027358/ENSMUSG00000028163,3
d4,GO:0046794,transport of virus,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000021477/ENSMUSG00000025949/ENSMUSG00000046718,3
d4,GO:0060065,uterus development,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000015619/ENSMUSG00000024990/ENSMUSG00000039239,3
d4,GO:0060765,regulation of androgen receptor signaling pathway,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000018501/ENSMUSG00000028964/ENSMUSG00000055024,3
d4,GO:0071276,cellular response to cadmium ion,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000005413/ENSMUSG00000026879/ENSMUSG00000052684,3
d4,GO:0071549,cellular response to dexamethasone stimulus,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000004655/ENSMUSG00000020108/ENSMUSG00000028156,3
d4,GO:0090335,regulation of brown fat cell differentiation,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000000134/ENSMUSG00000027204/ENSMUSG00000028991,3
d4,GO:1904893,negative regulation of receptor signaling pathway via STAT,3/354,26/23062,0.007176617,0.019654098,0.009512251,ENSMUSG00000024790/ENSMUSG00000028399/ENSMUSG00000053113,3
d4,GO:0090316,positive regulation of intracellular protein transport,7/354,145/23062,0.007192669,0.019687272,0.009528306,ENSMUSG00000006699/ENSMUSG00000006740/ENSMUSG00000020484/ENSMUSG00000020849/ENSMUSG00000027843/ENSMUSG00000030341/ENSMUSG00000037706,7
d4,GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,4/354,50/23062,0.007213033,0.019732206,0.009550054,ENSMUSG00000027962/ENSMUSG00000028399/ENSMUSG00000047139/ENSMUSG00000068220,4
d4,GO:0044262,cellular carbohydrate metabolic process,11/354,302/23062,0.007298619,0.019955416,0.009658083,ENSMUSG00000004040/ENSMUSG00000018501/ENSMUSG00000020108/ENSMUSG00000021109/ENSMUSG00000026313/ENSMUSG00000028413/ENSMUSG00000028991/ENSMUSG00000030717/ENSMUSG00000055024/ENSMUSG00000059552/ENSMUSG00000079562,11
d4,GO:0061326,renal tubule development,6/354,111/23062,0.007373205,0.020126313,0.009740795,ENSMUSG00000004655/ENSMUSG00000006932/ENSMUSG00000015619/ENSMUSG00000027358/ENSMUSG00000047139/ENSMUSG00000057329,6
d4,GO:0099175,regulation of postsynapse organization,6/354,111/23062,0.007373205,0.020126313,0.009740795,ENSMUSG00000013236/ENSMUSG00000015656/ENSMUSG00000020152/ENSMUSG00000028399/ENSMUSG00000031696/ENSMUSG00000054693,6
d4,GO:2000243,positive regulation of reproductive process,6/354,111/23062,0.007373205,0.020126313,0.009740795,ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000006932/ENSMUSG00000026313/ENSMUSG00000028964/ENSMUSG00000041324,6
d4,GO:0072089,stem cell proliferation,7/354,147/23062,0.00773118,0.021019567,0.010173115,ENSMUSG00000006932/ENSMUSG00000016494/ENSMUSG00000020681/ENSMUSG00000026638/ENSMUSG00000039153/ENSMUSG00000040025/ENSMUSG00000059552,7
d4,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,7/354,147/23062,0.00773118,0.021019567,0.010173115,ENSMUSG00000020484/ENSMUSG00000027204/ENSMUSG00000027358/ENSMUSG00000029163/ENSMUSG00000029287/ENSMUSG00000040249/ENSMUSG00000059552,7
d4,GO:0120161,regulation of cold-induced thermogenesis,7/354,147/23062,0.00773118,0.021019567,0.010173115,ENSMUSG00000000134/ENSMUSG00000005268/ENSMUSG00000026822/ENSMUSG00000030748/ENSMUSG00000045382/ENSMUSG00000049103/ENSMUSG00000062515,7
d4,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,7/354,147/23062,0.00773118,0.021019567,0.010173115,ENSMUSG00000022400/ENSMUSG00000022637/ENSMUSG00000026313/ENSMUSG00000027843/ENSMUSG00000028191/ENSMUSG00000041560/ENSMUSG00000054252,7
d4,GO:0008089,anterograde axonal transport,4/354,51/23062,0.007734091,0.021019567,0.010173115,ENSMUSG00000004951/ENSMUSG00000006740/ENSMUSG00000022982/ENSMUSG00000030105,4
d4,GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,4/354,51/23062,0.007734091,0.021019567,0.010173115,ENSMUSG00000006611/ENSMUSG00000027358/ENSMUSG00000039239/ENSMUSG00000041324,4
d4,GO:0032350,regulation of hormone metabolic process,4/354,51/23062,0.007734091,0.021019567,0.010173115,ENSMUSG00000015619/ENSMUSG00000021109/ENSMUSG00000027358/ENSMUSG00000028163,4
d4,GO:0045740,positive regulation of DNA replication,4/354,51/23062,0.007734091,0.021019567,0.010173115,ENSMUSG00000001847/ENSMUSG00000006699/ENSMUSG00000028455/ENSMUSG00000052684,4
d4,GO:0031640,killing of cells of another organism,5/354,80/23062,0.007785825,0.021131922,0.010227492,ENSMUSG00000040952/ENSMUSG00000050335/ENSMUSG00000057666/ENSMUSG00000058600/ENSMUSG00000061353,5
d4,GO:0051149,positive regulation of muscle cell differentiation,5/354,80/23062,0.007785825,0.021131922,0.010227492,ENSMUSG00000000957/ENSMUSG00000028991/ENSMUSG00000030470/ENSMUSG00000057329/ENSMUSG00000063415,5
d4,GO:0072522,purine-containing compound biosynthetic process,9/354,223/23062,0.007788115,0.021131922,0.010227492,ENSMUSG00000004040/ENSMUSG00000005686/ENSMUSG00000020431/ENSMUSG00000020857/ENSMUSG00000021764/ENSMUSG00000023992/ENSMUSG00000028455/ENSMUSG00000037601/ENSMUSG00000115338,9
d4,GO:0050807,regulation of synapse organization,10/354,264/23062,0.007938259,0.021527628,0.010419008,ENSMUSG00000006699/ENSMUSG00000007815/ENSMUSG00000013236/ENSMUSG00000015656/ENSMUSG00000020152/ENSMUSG00000023992/ENSMUSG00000028399/ENSMUSG00000031696/ENSMUSG00000045983/ENSMUSG00000054693,10
d4,GO:0035148,tube formation,8/354,185/23062,0.0079773,0.021544104,0.010426981,ENSMUSG00000001632/ENSMUSG00000006932/ENSMUSG00000015619/ENSMUSG00000021109/ENSMUSG00000028191/ENSMUSG00000029390/ENSMUSG00000035247/ENSMUSG00000039239,8
d4,GO:0002093,auditory receptor cell morphogenesis,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000001847/ENSMUSG00000022982/ENSMUSG00000036006,3
d4,GO:0022038,corpus callosum development,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000013236/ENSMUSG00000026289/ENSMUSG00000040936,3
d4,GO:0032703,negative regulation of interleukin-2 production,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000015619/ENSMUSG00000016494/ENSMUSG00000022475,3
d4,GO:0046823,negative regulation of nucleocytoplasmic transport,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000020349/ENSMUSG00000022548/ENSMUSG00000028964,3
d4,GO:0051016,barbed-end actin filament capping,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000015766/ENSMUSG00000026879/ENSMUSG00000029106,3
d4,GO:0060252,positive regulation of glial cell proliferation,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000026728/ENSMUSG00000028991/ENSMUSG00000029648,3
d4,GO:0080111,DNA demethylation,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000009585/ENSMUSG00000015619/ENSMUSG00000032423,3
d4,GO:2000269,regulation of fibroblast apoptotic process,3/354,27/23062,0.007983129,0.021544104,0.010426981,ENSMUSG00000020573/ENSMUSG00000030717/ENSMUSG00000059552,3
d4,GO:0008543,fibroblast growth factor receptor signaling pathway,5/354,81/23062,0.008196261,0.022083511,0.010688046,ENSMUSG00000006932/ENSMUSG00000015619/ENSMUSG00000026878/ENSMUSG00000039153/ENSMUSG00000054252,5
d4,GO:0032088,negative regulation of NF-kappaB transcription factor activity,5/354,81/23062,0.008196261,0.022083511,0.010688046,ENSMUSG00000005161/ENSMUSG00000021025/ENSMUSG00000021709/ENSMUSG00000042419/ENSMUSG00000064326,5
d4,GO:0048844,artery morphogenesis,5/354,81/23062,0.008196261,0.022083511,0.010688046,ENSMUSG00000006932/ENSMUSG00000026043/ENSMUSG00000039239/ENSMUSG00000040249/ENSMUSG00000056492,5
d4,GO:0001649,osteoblast differentiation,9/354,225/23062,0.008232702,0.022169743,0.01072978,ENSMUSG00000006932/ENSMUSG00000022475/ENSMUSG00000024529/ENSMUSG00000024913/ENSMUSG00000026313/ENSMUSG00000027358/ENSMUSG00000029287/ENSMUSG00000039153/ENSMUSG00000052837,9
d4,GO:0044282,small molecule catabolic process,12/354,350/23062,0.008239588,0.022176337,0.010732972,ENSMUSG00000024026/ENSMUSG00000024913/ENSMUSG00000026385/ENSMUSG00000028964/ENSMUSG00000028991/ENSMUSG00000034744/ENSMUSG00000036427/ENSMUSG00000037936/ENSMUSG00000057666/ENSMUSG00000059552/ENSMUSG00000063415/ENSMUSG00000115338,12
d4,GO:0019083,viral transcription,4/354,52/23062,0.008279293,0.022211437,0.01074996,ENSMUSG00000000902/ENSMUSG00000024002/ENSMUSG00000052684/ENSMUSG00000055024,4
d4,GO:0035196,miRNA processing,4/354,52/23062,0.008279293,0.022211437,0.01074996,ENSMUSG00000004040/ENSMUSG00000018501/ENSMUSG00000035027/ENSMUSG00000059552,4
d4,GO:0045124,regulation of bone resorption,4/354,52/23062,0.008279293,0.022211437,0.01074996,ENSMUSG00000024621/ENSMUSG00000026321/ENSMUSG00000032554/ENSMUSG00000045092,4
d4,GO:0046596,regulation of viral entry into host cell,4/354,52/23062,0.008279293,0.022211437,0.01074996,ENSMUSG00000023175/ENSMUSG00000026879/ENSMUSG00000060591/ENSMUSG00000068220,4
