"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1940","d4","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","3/314","20/23006",0.00241667514520691,0.00829610053418887,0.00410107955092631,"ENSMUSG00000023992/ENSMUSG00000043505/ENSMUSG00000004266",3
"1941","d4","GO:0009159","deoxyribonucleoside monophosphate catabolic process","3/314","20/23006",0.00241667514520691,0.00829610053418887,0.00410107955092631,"ENSMUSG00000115338/ENSMUSG00000029780/ENSMUSG00000025041",3
"1942","d4","GO:0032986","protein-DNA complex disassembly","3/314","20/23006",0.00241667514520691,0.00829610053418887,0.00410107955092631,"ENSMUSG00000000902/ENSMUSG00000037935/ENSMUSG00000049086",3
"1943","d4","GO:0034349","glial cell apoptotic process","3/314","20/23006",0.00241667514520691,0.00829610053418887,0.00410107955092631,"ENSMUSG00000023992/ENSMUSG00000059552/ENSMUSG00000023915",3
"1944","d4","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","3/314","20/23006",0.00241667514520691,0.00829610053418887,0.00410107955092631,"ENSMUSG00000021477/ENSMUSG00000028991/ENSMUSG00000004040",3
"1945","d4","GO:1905146","lysosomal protein catabolic process","3/314","20/23006",0.00241667514520691,0.00829610053418887,0.00410107955092631,"ENSMUSG00000040249/ENSMUSG00000016534/ENSMUSG00000031696",3
"1946","d4","GO:0060048","cardiac muscle contraction","7/314","134/23006",0.00247608817419974,0.00849398983954601,0.00419890379741449,"ENSMUSG00000001175/ENSMUSG00000030470/ENSMUSG00000028991/ENSMUSG00000026313/ENSMUSG00000045382/ENSMUSG00000026879/ENSMUSG00000028525",7
"1947","d4","GO:0022898","regulation of transmembrane transporter activity","11/314","294/23006",0.00250077495591774,0.00857255666058536,0.00423774237968792,"ENSMUSG00000001175/ENSMUSG00000028964/ENSMUSG00000006740/ENSMUSG00000025701/ENSMUSG00000020849/ENSMUSG00000023992/ENSMUSG00000029580/ENSMUSG00000049103/ENSMUSG00000032966/ENSMUSG00000025809/ENSMUSG00000028525",11
"1948","d4","GO:0048524","positive regulation of viral process","5/314","69/23006",0.00252653255003453,0.00865467956911328,0.00427833887191201,"ENSMUSG00000071866/ENSMUSG00000023175/ENSMUSG00000028268/ENSMUSG00000068220/ENSMUSG00000017485",5
"1949","d4","GO:0009309","amine biosynthetic process","4/314","42/23006",0.00253292956764847,0.00865807930449397,0.00428001949104034,"ENSMUSG00000028964/ENSMUSG00000037580/ENSMUSG00000031696/ENSMUSG00000039239",4
"1950","d4","GO:0042401","biogenic amine biosynthetic process","4/314","42/23006",0.00253292956764847,0.00865807930449397,0.00428001949104034,"ENSMUSG00000028964/ENSMUSG00000037580/ENSMUSG00000031696/ENSMUSG00000039239",4
"1951","d4","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","4/314","42/23006",0.00253292956764847,0.00865807930449397,0.00428001949104034,"ENSMUSG00000003873/ENSMUSG00000001175/ENSMUSG00000026385/ENSMUSG00000032011",4
"1952","d4","GO:0048545","response to steroid hormone","10/314","252/23006",0.00254679117379125,0.00869927390280083,0.00430038355534123,"ENSMUSG00000018501/ENSMUSG00000028964/ENSMUSG00000024529/ENSMUSG00000003814/ENSMUSG00000004655/ENSMUSG00000020108/ENSMUSG00000007815/ENSMUSG00000032557/ENSMUSG00000055024/ENSMUSG00000039239",10
"1953","d4","GO:0043500","muscle adaptation","7/314","135/23006",0.00258168617453452,0.00881220437131597,0.00435620940185736,"ENSMUSG00000006519/ENSMUSG00000030341/ENSMUSG00000028991/ENSMUSG00000021764/ENSMUSG00000026313/ENSMUSG00000055024/ENSMUSG00000026879",7
"1954","d4","GO:0072521","purine-containing compound metabolic process","15/314","479/23006",0.00259015821278576,0.00883484767256803,0.0043674028510384,"ENSMUSG00000027639/ENSMUSG00000020857/ENSMUSG00000115338/ENSMUSG00000037601/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000005686/ENSMUSG00000028455/ENSMUSG00000028991/ENSMUSG00000004040/ENSMUSG00000029780/ENSMUSG00000007815/ENSMUSG00000021764/ENSMUSG00000059552/ENSMUSG00000025041",15
"1955","d4","GO:0045333","cellular respiration","10/314","253/23006",0.00262041719773534,0.00893171989525962,0.00441529049293667,"ENSMUSG00000003873/ENSMUSG00000021486/ENSMUSG00000028964/ENSMUSG00000022969/ENSMUSG00000021109/ENSMUSG00000028455/ENSMUSG00000041560/ENSMUSG00000007815/ENSMUSG00000021764/ENSMUSG00000030717",10
"1956","d4","GO:0120032","regulation of plasma membrane bounded cell projection assembly","9/314","212/23006",0.00263577857322018,0.00897162998704999,0.00443501957657574,"ENSMUSG00000001847/ENSMUSG00000020152/ENSMUSG00000027695/ENSMUSG00000006699/ENSMUSG00000021270/ENSMUSG00000004655/ENSMUSG00000015766/ENSMUSG00000028991/ENSMUSG00000026313",9
"1957","d4","GO:0010717","regulation of epithelial to mesenchymal transition","6/314","101/23006",0.00263959317554904,0.00897162998704999,0.00443501957657574,"ENSMUSG00000022018/ENSMUSG00000029287/ENSMUSG00000028991/ENSMUSG00000006932/ENSMUSG00000039239/ENSMUSG00000022505",6
"1958","d4","GO:0035773","insulin secretion involved in cellular response to glucose stimulus","6/314","101/23006",0.00263959317554904,0.00897162998704999,0.00443501957657574,"ENSMUSG00000030805/ENSMUSG00000001847/ENSMUSG00000040249/ENSMUSG00000006740/ENSMUSG00000024913/ENSMUSG00000021109",6
"1959","d4","GO:0050772","positive regulation of axonogenesis","6/314","101/23006",0.00263959317554904,0.00897162998704999,0.00443501957657574,"ENSMUSG00000000861/ENSMUSG00000040249/ENSMUSG00000026193/ENSMUSG00000035027/ENSMUSG00000061353/ENSMUSG00000055024",6
"1960","d4","GO:0007265","Ras protein signal transduction","12/314","341/23006",0.00268384697204906,0.00911559614676167,0.00450618755135928,"ENSMUSG00000001847/ENSMUSG00000026043/ENSMUSG00000039844/ENSMUSG00000017837/ENSMUSG00000006699/ENSMUSG00000015766/ENSMUSG00000007815/ENSMUSG00000001911/ENSMUSG00000025809/ENSMUSG00000020573/ENSMUSG00000039239/ENSMUSG00000038235",12
"1961","d4","GO:0030705","cytoskeleton-dependent intracellular transport","9/314","213/23006",0.00271995384512132,0.00923170775399229,0.00456358595631789,"ENSMUSG00000030105/ENSMUSG00000020149/ENSMUSG00000020437/ENSMUSG00000004951/ENSMUSG00000006740/ENSMUSG00000006699/ENSMUSG00000015656/ENSMUSG00000022982/ENSMUSG00000021109",9
"1962","d4","GO:1901990","regulation of mitotic cell cycle phase transition","12/314","342/23006",0.00274836736424714,0.00932156214013531,0.00460800441340548,"ENSMUSG00000000902/ENSMUSG00000031446/ENSMUSG00000058587/ENSMUSG00000022018/ENSMUSG00000045983/ENSMUSG00000029580/ENSMUSG00000055204/ENSMUSG00000037935/ENSMUSG00000041560/ENSMUSG00000059552/ENSMUSG00000004266/ENSMUSG00000041324",12
"1963","d4","GO:0001706","endoderm formation","4/314","43/23006",0.00276310988105042,0.00935176485093542,0.00462293476762846,"ENSMUSG00000026193/ENSMUSG00000006932/ENSMUSG00000024190/ENSMUSG00000041324",4
"1964","d4","GO:0009124","nucleoside monophosphate biosynthetic process","4/314","43/23006",0.00276310988105042,0.00935176485093542,0.00462293476762846,"ENSMUSG00000020857/ENSMUSG00000115338/ENSMUSG00000037601/ENSMUSG00000005686",4
"1965","d4","GO:1905710","positive regulation of membrane permeability","4/314","43/23006",0.00276310988105042,0.00935176485093542,0.00462293476762846,"ENSMUSG00000003873/ENSMUSG00000064326/ENSMUSG00000059552/ENSMUSG00000031990",4
"1966","d4","GO:0042632","cholesterol homeostasis","6/314","102/23006",0.00277308692786973,0.00937892735773535,0.00463636223282491,"ENSMUSG00000018501/ENSMUSG00000037936/ENSMUSG00000024913/ENSMUSG00000062515/ENSMUSG00000020484/ENSMUSG00000047139",6
"1967","d4","GO:0002577","regulation of antigen processing and presentation","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000023992/ENSMUSG00000039899/ENSMUSG00000006611",3
"1968","d4","GO:0009219","pyrimidine deoxyribonucleotide metabolic process","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000020857/ENSMUSG00000037601/ENSMUSG00000029780",3
"1969","d4","GO:0010522","regulation of calcium ion transport into cytosol","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000003873/ENSMUSG00000043505/ENSMUSG00000023010",3
"1970","d4","GO:0060416","response to growth hormone","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000055737/ENSMUSG00000039041/ENSMUSG00000004040",3
"1971","d4","GO:1900424","regulation of defense response to bacterium","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000006519/ENSMUSG00000029163/ENSMUSG00000033902",3
"1972","d4","GO:1901623","regulation of lymphocyte chemotaxis","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000049103/ENSMUSG00000035373/ENSMUSG00000054693",3
"1973","d4","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000028964/ENSMUSG00000004040/ENSMUSG00000007815",3
"1974","d4","GO:1904424","regulation of GTP binding","3/314","21/23006",0.00279118666188357,0.0093872939797148,0.00464049817382139,"ENSMUSG00000029388/ENSMUSG00000042613/ENSMUSG00000039239",3
"1975","d4","GO:0048608","reproductive structure development","12/314","343/23006",0.00281414362673802,0.00945788410496708,0.00467539357051727,"ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000020681/ENSMUSG00000028364/ENSMUSG00000022982/ENSMUSG00000024990/ENSMUSG00000031740/ENSMUSG00000039041/ENSMUSG00000006932/ENSMUSG00000030717/ENSMUSG00000039239/ENSMUSG00000041324",12
"1976","d4","GO:0016051","carbohydrate biosynthetic process","9/314","215/23006",0.00289468500167807,0.00971498332267095,0.00480248753953793,"ENSMUSG00000028413/ENSMUSG00000057666/ENSMUSG00000024990/ENSMUSG00000021109/ENSMUSG00000032038/ENSMUSG00000036427/ENSMUSG00000028991/ENSMUSG00000028163/ENSMUSG00000055024",9
"1977","d4","GO:0060491","regulation of cell projection assembly","9/314","215/23006",0.00289468500167807,0.00971498332267095,0.00480248753953793,"ENSMUSG00000001847/ENSMUSG00000020152/ENSMUSG00000027695/ENSMUSG00000006699/ENSMUSG00000021270/ENSMUSG00000004655/ENSMUSG00000015766/ENSMUSG00000028991/ENSMUSG00000026313",9
"1978","d4","GO:0032370","positive regulation of lipid transport","6/314","103/23006",0.00291157411977009,0.00975123708683974,0.00482040916069766,"ENSMUSG00000021486/ENSMUSG00000026385/ENSMUSG00000040249/ENSMUSG00000023992/ENSMUSG00000021025/ENSMUSG00000026321",6
"1979","d4","GO:0044409","entry into host","6/314","103/23006",0.00291157411977009,0.00975123708683974,0.00482040916069766,"ENSMUSG00000050732/ENSMUSG00000025949/ENSMUSG00000023175/ENSMUSG00000060591/ENSMUSG00000068220/ENSMUSG00000026879",6
"1980","d4","GO:0055092","sterol homeostasis","6/314","103/23006",0.00291157411977009,0.00975123708683974,0.00482040916069766,"ENSMUSG00000018501/ENSMUSG00000037936/ENSMUSG00000024913/ENSMUSG00000062515/ENSMUSG00000020484/ENSMUSG00000047139",6
"1981","d4","GO:0007266","Rho protein signal transduction","7/314","138/23006",0.00291934055084855,0.00977043919733852,0.00482990149777538,"ENSMUSG00000026043/ENSMUSG00000006699/ENSMUSG00000015766/ENSMUSG00000007815/ENSMUSG00000001911/ENSMUSG00000025809/ENSMUSG00000038235",7
"1982","d4","GO:0043087","regulation of GTPase activity","12/314","345/23006",0.00294953553312976,0.00986462614629201,0.00487646170624024,"ENSMUSG00000029390/ENSMUSG00000039844/ENSMUSG00000032011/ENSMUSG00000022982/ENSMUSG00000034116/ENSMUSG00000029388/ENSMUSG00000028991/ENSMUSG00000050310/ENSMUSG00000035373/ENSMUSG00000025809/ENSMUSG00000042613/ENSMUSG00000045092",12
"1983","d4","GO:0030902","hindbrain development","8/314","176/23006",0.00296529193387163,0.00991042631028308,0.00489910247767241,"ENSMUSG00000001751/ENSMUSG00000013236/ENSMUSG00000024346/ENSMUSG00000025223/ENSMUSG00000006932/ENSMUSG00000059552/ENSMUSG00000001911/ENSMUSG00000025809",8
"1984","d4","GO:0002335","mature B cell differentiation","4/314","44/23006",0.00300721323154716,0.0100157081017433,0.00495114729080638,"ENSMUSG00000020484/ENSMUSG00000068220/ENSMUSG00000029629/ENSMUSG00000013846",4
"1985","d4","GO:0030521","androgen receptor signaling pathway","4/314","44/23006",0.00300721323154716,0.0100157081017433,0.00495114729080638,"ENSMUSG00000018501/ENSMUSG00000028964/ENSMUSG00000007815/ENSMUSG00000055024",4
"1986","d4","GO:0048730","epidermis morphogenesis","4/314","44/23006",0.00300721323154716,0.0100157081017433,0.00495114729080638,"ENSMUSG00000021477/ENSMUSG00000001751/ENSMUSG00000006932/ENSMUSG00000039239",4
"1987","d4","GO:0072595","maintenance of protein localization in organelle","4/314","44/23006",0.00300721323154716,0.0100157081017433,0.00495114729080638,"ENSMUSG00000002778/ENSMUSG00000029390/ENSMUSG00000028964/ENSMUSG00000039456",4
"1988","d4","GO:0140632","canonical inflammasome complex assembly","4/314","44/23006",0.00300721323154716,0.0100157081017433,0.00495114729080638,"ENSMUSG00000016534/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000027843",4
"1989","d4","GO:0051656","establishment of organelle localization","15/314","487/23006",0.0030255506749953,0.01006980370085,0.00497788881284763,"ENSMUSG00000027613/ENSMUSG00000020149/ENSMUSG00000020437/ENSMUSG00000030748/ENSMUSG00000050732/ENSMUSG00000006740/ENSMUSG00000006699/ENSMUSG00000001751/ENSMUSG00000053158/ENSMUSG00000021109/ENSMUSG00000028419/ENSMUSG00000005413/ENSMUSG00000006932/ENSMUSG00000028874/ENSMUSG00000025809",15
"1990","d4","GO:0032507","maintenance of protein location in cell","5/314","72/23006",0.00304307906043445,0.0101071444121962,0.00499634775353767,"ENSMUSG00000002778/ENSMUSG00000029390/ENSMUSG00000028964/ENSMUSG00000039456/ENSMUSG00000026879",5
"1991","d4","GO:0034394","protein localization to cell surface","5/314","72/23006",0.00304307906043445,0.0101071444121962,0.00499634775353767,"ENSMUSG00000030805/ENSMUSG00000006932/ENSMUSG00000006611/ENSMUSG00000031990/ENSMUSG00000022505",5
"1992","d4","GO:0098754","detoxification","5/314","72/23006",0.00304307906043445,0.0101071444121962,0.00499634775353767,"ENSMUSG00000005161/ENSMUSG00000028964/ENSMUSG00000037580/ENSMUSG00000022982/ENSMUSG00000028691",5
"1993","d4","GO:0014910","regulation of smooth muscle cell migration","6/314","104/23006",0.00305516958690068,0.0101402935322132,0.00501273463044115,"ENSMUSG00000020681/ENSMUSG00000028964/ENSMUSG00000040249/ENSMUSG00000060803/ENSMUSG00000007815/ENSMUSG00000026313",6
"1994","d4","GO:0071478","cellular response to radiation","8/314","177/23006",0.0030697955344833,0.0101818063069198,0.00503325598149636,"ENSMUSG00000003873/ENSMUSG00000031446/ENSMUSG00000031740/ENSMUSG00000022400/ENSMUSG00000004655/ENSMUSG00000026971/ENSMUSG00000059552/ENSMUSG00000055024",8
"1995","d4","GO:0061458","reproductive system development","12/314","347/23006",0.00309016757949774,0.0102423071634939,0.00506316386709721,"ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000020681/ENSMUSG00000028364/ENSMUSG00000022982/ENSMUSG00000024990/ENSMUSG00000031740/ENSMUSG00000039041/ENSMUSG00000006932/ENSMUSG00000030717/ENSMUSG00000039239/ENSMUSG00000041324",12
"1996","d4","GO:0032609","type II interferon production","7/314","140/23006",0.00316256057011667,0.0104750283252796,0.00517820683140725,"ENSMUSG00000035692/ENSMUSG00000043505/ENSMUSG00000055447/ENSMUSG00000049103/ENSMUSG00000027843/ENSMUSG00000028525/ENSMUSG00000020101",7
"1997","d4","GO:0008406","gonad development","10/314","260/23006",0.00318485278679873,0.0105249087007855,0.00520286460732699,"ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000020681/ENSMUSG00000022982/ENSMUSG00000024990/ENSMUSG00000031740/ENSMUSG00000039041/ENSMUSG00000030717/ENSMUSG00000039239/ENSMUSG00000041324",10
"1998","d4","GO:0009129","pyrimidine nucleoside monophosphate metabolic process","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000020857/ENSMUSG00000037601/ENSMUSG00000029780",3
"1999","d4","GO:0009151","purine deoxyribonucleotide metabolic process","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000027639/ENSMUSG00000115338/ENSMUSG00000025041",3
"2000","d4","GO:0010818","T cell chemotaxis","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000061353/ENSMUSG00000049103/ENSMUSG00000054693",3
"2001","d4","GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000000902/ENSMUSG00000028991/ENSMUSG00000041560",3
"2002","d4","GO:0044794","positive regulation by host of viral process","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000032383/ENSMUSG00000024621/ENSMUSG00000015656",3
"2003","d4","GO:0044851","hair cycle phase","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000021477/ENSMUSG00000006932/ENSMUSG00000039239",3
"2004","d4","GO:0045475","locomotor rhythm","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000018501/ENSMUSG00000001751/ENSMUSG00000028991",3
"2005","d4","GO:0061760","antifungal innate immune response","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000009281/ENSMUSG00000028191/ENSMUSG00000020124",3
"2006","d4","GO:1903236","regulation of leukocyte tethering or rolling","3/314","22/23006",0.00319951968619384,0.0105249087007855,0.00520286460732699,"ENSMUSG00000061353/ENSMUSG00000032038/ENSMUSG00000049103",3
"2007","d4","GO:0033077","T cell differentiation in thymus","6/314","105/23006",0.00320398865804716,0.0105324004723493,0.00520656807632835,"ENSMUSG00000018501/ENSMUSG00000022971/ENSMUSG00000039041/ENSMUSG00000006932/ENSMUSG00000059552/ENSMUSG00000060802",6
"2008","d4","GO:0009166","nucleotide catabolic process","5/314","73/23006",0.00323103048329606,0.0105923141219106,0.00523618568306111,"ENSMUSG00000027639/ENSMUSG00000115338/ENSMUSG00000005686/ENSMUSG00000029780/ENSMUSG00000025041",5
"2009","d4","GO:0045428","regulation of nitric oxide biosynthetic process","5/314","73/23006",0.00323103048329606,0.0105923141219106,0.00523618568306111,"ENSMUSG00000001847/ENSMUSG00000021270/ENSMUSG00000043505/ENSMUSG00000055447/ENSMUSG00000028991",5
"2010","d4","GO:0045806","negative regulation of endocytosis","5/314","73/23006",0.00323103048329606,0.0105923141219106,0.00523618568306111,"ENSMUSG00000044456/ENSMUSG00000050335/ENSMUSG00000055447/ENSMUSG00000032369/ENSMUSG00000004665",5
"2011","d4","GO:0061035","regulation of cartilage development","5/314","73/23006",0.00323103048329606,0.0105923141219106,0.00523618568306111,"ENSMUSG00000039153/ENSMUSG00000028111/ENSMUSG00000024927/ENSMUSG00000006932/ENSMUSG00000039239",5
